case_reference,date_info_supplied,subject,type_
FOI 14230,17/09/2020,Small business grant awards for fashion retail,FOI
EIR 14538,16/09/2020,Con29,EIR
FOI 14540,16/09/2020,Early years funding.,FOI
FOI 14541,16/09/2020,Use of Agency social workers.,FOI
EIR 14411,16/09/2020,Street Names,EIR
FOI 14203,15/09/2020,Business Rates,FOI
FOI 14529,14/09/2020,Discretionary Housing Payments,FOI
EIR 14535,14/09/2020,Town and Village Green (TVG) applications,EIR
FOI 14526,11/09/2020,Losses and Special payments,FOI
FOI 14527,11/09/2020,Spending on portraits,FOI
FOI 14509,11/09/2020,Anti-Social Behaviour,FOI
FOI 14422,11/09/2020,Use of heir hunters to locate next of kin,FOI
EIR 14492,11/09/2020,'Green' and 'Red' claims and the impact on funding for highways,EIR
FOI 14475,11/09/2020,Council staff,FOI
FOI 14466,10/09/2020,Council Parking Penalty Charge Notices,FOI
FOI 14513,10/09/2020,Cold Homes,FOI
FOI 14522,10/09/2020,Provision of Adult substance misuse contract,FOI
EIR 14523,10/09/2020,Section 106,EIR
FOI 14516,09/09/2020,Hosting contract(s) with 3rd party providers,FOI
FOI 14519,09/09/2020,Business Rates,FOI
FOI 14520,09/09/2020,Head of Procurement and contact for sustainability /climate policies,FOI
FOI 14512,08/09/2020,Public Health Funerals,FOI
EIR 14515,08/09/2020,CON29 questions,EIR
FOI 14507,08/09/2020,Employee absence due to COVID,FOI
EIR 14609,08/09/2020,EPC Certificate,EIR
FOI 13930,08/09/2020,Prices paid by Local Authorities for Children’s Homes services in 2018/19.,FOI
FOI 14504,07/09/2020,Empty commercial properties,FOI
FOI 14502,07/09/2020,Temporary Labour,FOI
FOI 14495,07/09/2020,TD1159-Asbestos Removal Contractors Framework,FOI
FOI 14443,04/09/2020,Data Protection and Records Management,FOI
FOI 14499,04/09/2020,Subject Access Request (SAR),FOI
FOI 14500,04/09/2020,Service Contracts,FOI
FOI 14501,04/09/2020,Food Hygiene Report,FOI
FOI 14597,04/09/2020,Public Health Act Funerals,FOI
EIR 14498,03/09/2020,Town and Country Planning change of use class,EIR
FOI 14482,03/09/2020,FOI management group budget holder for expenditure,FOI
EIR 14491,02/09/2020,Fly Tipping,EIR
FOI 14496,02/09/2020,Planning Policy Map,FOI
FOI 14493,02/09/2020,Software Provision,FOI
FOI 14487,01/09/2020,Business Rates,FOI
FOI 14488,01/09/2020,Child Placements within foster care,FOI
FOI 14489,01/09/2020,Article 4 Directions currently in place for HMOs (C3 to C4),FOI
EIR 14490,01/09/2020,Noise Complaints,EIR
FOI 14400,01/09/2020,Elective Home Education,FOI
FOI 14481,28/08/2020,Rough Sleepers,FOI
FOI 14485,28/08/2020,Assets of Community Value,FOI
FOI 14477,27/08/2020,Public Health Director Email,FOI
FOI 14474,27/08/2020,Business Rates,FOI
FOI 14568,27/08/2020,Education Improvement,FOI
FOI 14566,27/08/2020,Accounts Payable Email,FOI
FOI 14470,26/08/2020,SEN Exclusions,FOI
FOI 14471,26/08/2020,Empty Rate Charges,FOI
FOI 14472,26/08/2020,Empty Rate Charges,FOI
FOI 14473,26/08/2020,Empty Rate Charges,FOI
FOI 14462,26/08/2020,Social Work First Contact & Domestic Violence,FOI
FOI 14464,25/08/2020,School spend on Supply / Agency staff 2019/20,FOI
FOI 14467,25/08/2020,Community Equipment & Telecare,FOI
FOI 14483,25/08/2020,COVID LA Grant Schemes,FOI
FOI 14444,25/08/2020,Exempt Property/Housing Benefit/Adult Social Care Providers/Learning Disabilities,FOI
FOI 14458,24/08/2020,Contact Centre,FOI
FOI 14460,21/08/2020,Gifts for employees,FOI
FOI 14461,21/08/2020,Blue Badges for non-visible disabilitie,FOI
EIR 14456,20/08/2020,Fly Tipping,EIR
FOI 14552,20/08/2020,Public Health Act Funerals,FOI
FOI 14453,19/08/2020,Sale of electrical appliances,FOI
FOI 14448,19/08/2020,Childrens residential homes for those with learning disabilities,FOI
EIR 14135,19/08/2020,Inspection and actions regarding footpaths and roads from Allenton market car park through to Crown public house,EIR
EIR 14449,18/08/2020,Treatment Contracts,EIR
EIR 14452,18/08/2020,Football Field for sale,EIR
FOI 14446,17/08/2020,Central Reprographics Department and Managed Print Services,FOI
FOI 14447,17/08/2020,Streetlighting operators on public highways,FOI
EIR 14437,14/08/2020,Con29,EIR
FOI 14381,14/08/2020,Local Business Support,FOI
FOI 14280,14/08/2020,Substance Misuse Family Support Recovery Support Service,FOI
FOI 13664,14/08/2020,Children's Homes Placements,FOI
FOI 14370,13/08/2020,Food Hygiene Report,FOI
FOI 14435,13/08/2020,Housing Policy and Funding and Mackworth eviction.,FOI
FOI 14431,13/08/2020,Highway Signage,FOI
EIR 14427,12/08/2020,Highways works,EIR
EIR 14428,12/08/2020,Historical Flooding,EIR
FOI 14424,11/08/2020,Housing benefit overpayment recoveries,FOI
FOI 14425,11/08/2020,Food Premises,FOI
FOI 14426,11/08/2020,Highways Grants,FOI
FOI 14313,11/08/2020,Meals on wheels and street lighting,FOI
FOI 14004,11/08/2020,Meals on Wheels,FOI
FOI 14144,10/08/2020,Looked after children funded by the Local Authority,FOI
FOI 14180,10/08/2020,Business Rates,FOI
FOI 14194,10/08/2020,Business Rates,FOI
EIR 14420,10/08/2020,PCN on Bank(Public) Holidays,EIR
FOI 14421,10/08/2020,Fire door replacement and maintenance works,FOI
FOI 14440,06/08/2020,Oracle and SAP support,FOI
FOI 14412,05/08/2020,Small Business Grant,FOI
EIR 14414,05/08/2020,Compulsory Purchase Order,EIR
FOI 14415,05/08/2020,Business Rates,FOI
FOI 14494,05/08/2020,Public Health Funerals,FOI
FOI 14376,05/08/2020,Business Rates,FOI
FOI 14407,05/08/2020,Zoo Licensing Act,FOI
FOI 14386,05/08/2020,NNDR Regulation 17 Certificate Information,FOI
FOI 14342,05/08/2020,Business Rates,FOI
FOI 14356,05/08/2020,Council's structure and pay,FOI
FOI 14337,05/08/2020,Business Rate Information,FOI
FOI 14406,04/08/2020,Sport and safeguarding,FOI
FOI 14196,04/08/2020,Small Business Grant Fund,FOI
FOI 14236,04/08/2020,Business rates,FOI
FOI 14302,04/08/2020,Empty commercial properties,FOI
FOI 14288,04/08/2020,Business Rate Grants for Breweries,FOI
FOI 14293,04/08/2020,Small Business Grant Fund,FOI
FOI 14297,04/08/2020,Empty homes and commercial properties,FOI
FOI 14261,04/08/2020,Business Rates,FOI
FOI 14247,04/08/2020,Business Rates,FOI
FOI 14275,04/08/2020,"Business Rates summons, orders and enforcements",FOI
FOI 14053,03/08/2020,Children in Custody,FOI
FOI 14389,03/08/2020,Safeguarding,FOI
FOI 14408,03/08/2020,ESN schools,FOI
FOI 14402,03/08/2020,Accommodating rough sleepers,FOI
FOI 14404,03/08/2020,Council Tax,FOI
FOI 14399,31/07/2020,Contracts,FOI
FOI 14388,30/07/2020,Virtual Meetings,FOI
FOI 14395,30/07/2020,CCTV Camera Removal,FOI
FOI 14390,30/07/2020,Looked after children and care leaver protocols,FOI
FOI 14391,30/07/2020,Empty rate and property relief,FOI
FOI 14392,30/07/2020,Permanent Exclusions,FOI
FOI 14251,29/07/2020,Business Rates,FOI
FOI 14215,29/07/2020,Business Rate Information,FOI
FOI 14240,28/07/2020,Specialist Education Services Budget,FOI
FOI 14266,28/07/2020,IT products and services,FOI
FOI 14285,28/07/2020,Trans Toolkit,FOI
FOI 14138,28/07/2020,Council Tax,FOI
FOI 14079,28/07/2020,European Nationals,FOI
FOI 14366,28/07/2020,Statue of Queen Victoria,FOI
EIR 14331,28/07/2020,Environmental Health & Licensing related charged for services,EIR
EIR 14323,28/07/2020,RFI_Flood Risk and Drainage,EIR
FOI 14319,28/07/2020,Business Rates,FOI
FOI 13996,28/07/2020,Public Screenings of EURO 2020,FOI
FOI 13852,27/07/2020,SEN Private School Funding,FOI
EIR 13481,27/07/2020,Double red lines,EIR
FOI 13538,27/07/2020,Social Care Placements,FOI
FOI 14377,27/07/2020,Children taken into care,FOI
FOI 14382,27/07/2020,Fostering,FOI
FOI 14137,27/07/2020,Upskirting in Leisure Centres,FOI
FOI 14076,27/07/2020,Deprivation of Liberty Orders,FOI
FOI 14290,27/07/2020,Bus Service Subsides,FOI
FOI 14200,27/07/2020,Email Infrastructure,FOI
FOI 14190,27/07/2020,Business rates,FOI
FOI 14163,27/07/2020,Trading Standards Investigations,FOI
FOI 14393,24/07/2020,Number of social workers employed and number of victims of child sexual abuse dealt with,FOI
FOI 14334,24/07/2020,"Voluntary Organisation register, permits (for shows and exhibits) and possible funding for future projects",FOI
EIR 14385,23/07/2020,Reported footpath defects within the Racecourse Park in Derwent,EIR
FOI 14374,23/07/2020,Fixed Penalty Notices (FPNs) issued for speeding offences,FOI
FOI 14375,23/07/2020,Employment/furlough new temporary/permanent staff during the CV lockdown.,FOI
EIR 14368,23/07/2020,Con29 Questions,EIR
FOI 14369,23/07/2020,Child Sufficiency Assessment contact,FOI
FOI 14237,23/07/2020,Interviewing process of potential child victims of human trafficking/modern slavery,FOI
EIR 14227,22/07/2020,Park Security,EIR
FOI 14278,22/07/2020,Supported accommodation for homeless,FOI
FOI 14248,22/07/2020,Homeless people housed between Jan and April 2020,FOI
FOI 14262,22/07/2020,Digital and paper records,FOI
FOI 14254,22/07/2020,Care Quality Commission linked with Coronavirus,FOI
FOI 14364,22/07/2020,School Uniform Grant,FOI
FOI 14362,22/07/2020,Education Committee Members,FOI
FOI 14373,22/07/2020,Diversity Officers,FOI
EIR 14355,22/07/2020,Bus Lane Information,EIR
FOI 14359,21/07/2020,Food Premises Ratings,FOI
FOI 14345,21/07/2020,"Council Tax, Housing Rent Arrears, Discretionary Housing Payments and Homelessness Assistance",FOI
FOI 14336,21/07/2020,Parking Stationary,FOI
EIR 14372,21/07/2020,Kerbside Recycling,EIR
FOI 14442,21/07/2020,Public Health Funerals,FOI
FOI 14296,21/07/2020,Speed Camera,FOI
EIR 14118,21/07/2020,GIS data for any Truck restrictions,EIR
FOI 14136,20/07/2020,Tower Blocks,FOI
FOI 14432,20/07/2020,viability checklist or test for pub companies,FOI
FOI 14438,20/07/2020,Business rate credit balances,FOI
FOI 14378,20/07/2020,Roe Farm Centre Chaddesden,FOI
FOI 14371,20/07/2020,Use of bailiffs to collect council tax debt,FOI
FOI 14339,20/07/2020,Employment numbers and median salaries & rent,FOI
FOI 14357,20/07/2020,Managed Print Service,FOI
FOI 14354,20/07/2020,Licensing,FOI
EIR 14350,20/07/2020,Waste,EIR
FOI 14351,20/07/2020,Domestic Abuse,FOI
EIR 14352,17/07/2020,Fly tipping/Asbestos,EIR
FOI 14348,17/07/2020,Deaths,FOI
FOI 14418,16/07/2020,Reused school technology,FOI
FOI 14429,16/07/2020,Public Health Funerals,FOI
FOI 14430,16/07/2020,Licensing Head of Service,FOI
FOI 14030,16/07/2020,Business Rates,FOI
FOI 14303,16/07/2020,Insurance policies and 5G/4G sites,FOI
FOI 14257,16/07/2020,Corporate software/Enterprise applications:,FOI
FOI 14174,15/07/2020,5G Masts,FOI
FOI 14175,15/07/2020,5G Mast Locations,FOI
FOI 14349,15/07/2020,Child Safeguarding Referrals,FOI
FOI 14347,15/07/2020,Invoice Payment Performance 18/19 and 19/20,FOI
FOI 14340,15/07/2020,Smith-Magenis Syndrome,FOI
FOI 14341,15/07/2020,Motor Vehicles registered for public hire,FOI
FOI 14343,15/07/2020,Looked-after children during the pandemic,FOI
EIR 14321,15/07/2020,Parking Scheme,EIR
EIR 14338,15/07/2020,Darley Abbey traffic flow changes,EIR
FOI 14335,15/07/2020,Emergency Hormonal Contraception services,FOI
FOI 14332,14/07/2020,Insurance for PTA's / Parent Bodies,FOI
FOI 14328,14/07/2020,Inpatient alcohol and substance detoxification beds,FOI
FOI 14329,14/07/2020,Specialist supported housing,FOI
FOI 14360,14/07/2020,5G Insurance,FOI
FOI 14193,14/07/2020,Telephone System Maintenance Contract,FOI
FOI 14167,14/07/2020,Dangerous Animal Licences,FOI
FOI 14308,14/07/2020,School admissions for every primary and secondary school site on national offer day 2020,FOI
FOI 14314,14/07/2020,DfE free laptops scheme,FOI
FOI 14299,13/07/2020,Record digitisation and management system,FOI
FOI 14284,13/07/2020,Mobile Phone Contract,FOI
FOI 14271,13/07/2020,Record digitisation and management system,FOI
FOI 14265,13/07/2020,ICT Strategy & Organisation Chart,FOI
FOI 14198,13/07/2020,Video Conferencing Software,FOI
FOI 14216,13/07/2020,IT suppliers and contacts,FOI
FOI 14330,13/07/2020,Digital Platform,FOI
FOI 14327,13/07/2020,Communications and Services,FOI
FOI 14333,10/07/2020,Telecare,FOI
FOI 14037,10/07/2020,Council Properties Transfers and Right To Buy,FOI
FOI 14019,10/07/2020,On-trade alcohol licensed premises,FOI
FOI 14057,10/07/2020,Taxi Licencing,FOI
FOI 14081,10/07/2020,Stairlifts,FOI
FOI 14085,10/07/2020,Child Care Solicitors,FOI
FOI 13822,10/07/2020,Local Welfare Assistance scheme,FOI
FOI 14318,09/07/2020,Derby City pay scale for teachers,FOI
FOI 14320,09/07/2020,Council Tax,FOI
FOI 14367,08/07/2020,Food Hygiene Rating Displays,FOI
FOI 14088,08/07/2020,Whistleblowing,FOI
FOI 13850,08/07/2020,Ransomware Attacks,FOI
FOI 13877,08/07/2020,Fixed Penalty Points,FOI
FOI 14312,07/07/2020,Care home payments,FOI
FOI 14309,06/07/2020,Homeless numbers between 23rd March 2020 and 7th June 2020.,FOI
FOI 14310,06/07/2020,Refuse Collector Assaults,FOI
EIR 14311,06/07/2020,May Street dates for road sweeping,EIR
FOI 14286,06/07/2020,Legal and Democratic Services,FOI
FOI 14276,06/07/2020,Domestic abuse homeless application,FOI
FOI 14383,06/07/2020,Code and URL for video on DCC webpage,FOI
FOI 14279,03/07/2020,Assembly Rooms,FOI
FOI 14260,01/07/2020,Organisation Structure Chart,FOI
FOI 14304,01/07/2020,Elderly persons care placements,FOI
FOI 14305,01/07/2020,"Vehicles currently registered as a Taxi, Hackney Carriage or for Private Hire",FOI
FOI 14161,01/07/2020,Business Rates,FOI
FOI 14169,01/07/2020,Business Rates,FOI
FOI 14170,01/07/2020,Business Rates,FOI
FOI 14065,01/07/2020,Supplier Payments,FOI
FOI 14387,01/07/2020,Public Health Funerals,FOI
FOI 14002,30/06/2020,Electronic Call Monitoring,FOI
FOI 14084,30/06/2020,Maintained Nurseries,FOI
FOI 14291,30/06/2020,"Highways, Traffic and Transportation Structure Chart",FOI
FOI 14292,30/06/2020,School Place Planning Strategy and School Provision,FOI
FOI 13948,30/06/2020,Supported Living Accommodation - 10-18yrs,FOI
FOI 14301,29/06/2020,Job evaluation scheme as part of National Joint Council,FOI
EIR 14178,29/06/2020,Planning application,EIR
FOI 14159,26/06/2020,Public Protection Officer Equipment,FOI
FOI 14222,26/06/2020,"List of main contractors, consultants, sub-contractors and suppliers from January 2019",FOI
FOI 14300,26/06/2020,Supplier relationship management,FOI
FOI 14116,26/06/2020,Housing,FOI
FOI 13808,26/06/2020,Whistleblowing policy and electronic communication,FOI
FOI 14132,25/06/2020,Dedicated Schools Grant Finances,FOI
FOI 14083,25/06/2020,"Secondary, middle and upper school admissions",FOI
EIR 14202,25/06/2020,Waste Recycling Contract,EIR
FOI 14294,24/06/2020,Insurance Claims,FOI
FOI 14295,24/06/2020,Direct Payments,FOI
FOI 14287,24/06/2020,"Accommodation covering private rented, temporary and homelessness",FOI
FOI 14289,22/06/2020,Coronavirus Emergency Funding,FOI
FOI 14283,22/06/2020,Property floor plan,FOI
FOI 14282,19/06/2020,Prepaid Banking Card,FOI
EIR 14206,19/06/2020,Highways List,EIR
FOI 14120,19/06/2020,5G Claims,FOI
FOI 13928,19/06/2020,Section 151 Officer,FOI
FOI 14052,18/06/2020,Registers,FOI
FOI 14258,18/06/2020,third party supply agencies,FOI
FOI 14277,18/06/2020,Operating off license stores selling alcohol and licensed opening times,FOI
FOI 14272,18/06/2020,Food Hygiene Report Examples,FOI
FOI 14281,17/06/2020,Regulation of Investigative Powers Act 2000 (RIPA) Training,FOI
FOI 13970,17/06/2020,Children's Social Care,FOI
FOI 14273,16/06/2020,Government's Future High Streets Fund,FOI
EIR 14244,16/06/2020,Carbon Offset,EIR
FOI 14210,16/06/2020,Food Inspection Reports,FOI
FOI 14242,16/06/2020,Children in Care,FOI
EIR 14186,16/06/2020,Visual privacy assessments for residential planning applications,EIR
FOI 14115,16/06/2020,Heads of Services,FOI
FOI 14160,15/06/2020,Domestic Abuse Refuge Services,FOI
EIR 14274,15/06/2020,Potholes,EIR
FOI 14092,12/06/2020,Cyber Security Services,FOI
FOI 14094,12/06/2020,Suicide Prevention,FOI
FOI 13604,12/06/2020,Mental health services for children,FOI
FOI 14264,09/06/2020,Temporary closure of public rehabs during covid crisis,FOI
FOI 14267,09/06/2020,Use of Agency Workers,FOI
EIR 14268,09/06/2020,Sale of the lake at Alvaston,EIR
EIR 14245,08/06/2020,Trees,EIR
EIR 14298,08/06/2020,Planning relating to roadworks at Snelsmoor Lane,EIR
EIR 14233,08/06/2020,Enforcement of coronavirus lockdown,EIR
EIR 14234,05/06/2020,Japanese Knotweed in the area of Byron Street park and Leacroft Road,EIR
EIR 14176,05/06/2020,MEES Non-Compliance,EIR
FOI 14252,05/06/2020,Care Financial Assessments,FOI
FOI 14249,03/06/2020,Properties rented through council,FOI
FOI 14250,03/06/2020,Mileage allowance,FOI
FOI 13954,03/06/2020,Council policies,FOI
FOI 14246,02/06/2020,Elderly Care Fees,FOI
FOI 14243,01/06/2020,child employment permits,FOI
FOI 14211,01/06/2020,Care Act Easments,FOI
FOI 14208,01/06/2020,Firework Licenses,FOI
FOI 13630,01/06/2020,Pupil Referral Units,FOI
FOI 14235,28/05/2020,Accommodation for women fleeing domestic violence,FOI
FOI 14223,28/05/2020,"Enforcement of regulations 4(1), 4(4) and 5(1) of the Health Protection (Coronavirus Restriction) Regulations 2020",FOI
EIR 14229,28/05/2020,Fly tipping,EIR
FOI 14225,27/05/2020,Property conversion,FOI
FOI 14226,27/05/2020,Inspection Reports,FOI
FOI 14228,27/05/2020,HR Structure Information,FOI
FOI 14231,27/05/2020,Public Health Budget Allocation on 2020/21 Drug & Alcohol Services,FOI
EIR 14214,21/05/2020,Residual and Recyclate collection,EIR
FOI 14154,20/05/2020,"Use of AI, machine learning, data analytics or automated systems for EHCPs",FOI
FOI 14205,19/05/2020,Structure Chart,FOI
FOI 14201,18/05/2020,Council Tax,FOI
EIR 14197,18/05/2020,Land Ownership,EIR
EIR 14157,18/05/2020,Bus Lane Enforcement,EIR
FOI 13895,18/05/2020,Assembly Rooms Refurbishment,FOI
FOI 14195,15/05/2020,Primary School Admissions,FOI
FOI 14199,15/05/2020,Outdoor advertising,FOI
FOI 14269,15/05/2020,Public Health Funerals,FOI
FOI 14187,14/05/2020,Care of animals due to Covid-19,FOI
FOI 14147,14/05/2020,Zero Hour Contracts,FOI
FOI 14061,14/05/2020,Recruitment,FOI
FOI 14080,14/05/2020,Contracts,FOI
FOI 14050,14/05/2020,Education Catering,FOI
EIR 14041,14/05/2020,Fines for Bins,EIR
EIR 14011,14/05/2020,Flood risk,EIR
FOI 13964,14/05/2020,Accessibility,FOI
FOI 14143,13/05/2020,SEN High Needs Block and number of caseworkers/officers,FOI
EIR 14189,13/05/2020,Parking tickets,EIR
EIR 14179,13/05/2020,Dog fouling notices in Stockbrook ward,EIR
FOI 14181,12/05/2020,Student Council Tax discounts,FOI
FOI 14182,12/05/2020,Leaving Care Team,FOI
EIR 14183,12/05/2020,Castleward regeneration scheme,EIR
FOI 14171,11/05/2020,Airspace change protocol,FOI
FOI 14255,11/05/2020,HMO register,FOI
EIR 14177,06/05/2020,Derby Disability Parking PCNs,EIR
FOI 14064,06/05/2020,Complaints,FOI
FOI 14172,04/05/2020,Youth homelessness data,FOI
FOI 14173,04/05/2020,Social Care Case Management and Education Management IT Systems,FOI
EIR 14153,30/04/2020,total replacement cost of your road system,EIR
FOI 14239,30/04/2020,Paupers Funerals since 16/02/20,FOI
EIR 14103,30/04/2020,Potholes,EIR
FOI 14164,29/04/2020,Food Hygiene Reports,FOI
FOI 14168,28/04/2020,Staff overpayments,FOI
FOI 14209,27/04/2020,HMO correspondence addresses,FOI
FOI 14134,27/04/2020,Fraud Investigation Team,FOI
FOI 13750,24/04/2020,Care homes,FOI
EIR 14217,23/04/2020,Building Control Register,EIR
FOI 14192,23/04/2020,Cost to taxpayers relating to court fees,FOI
FOI 14212,22/04/2020,Sick Pay - Foster Carers,FOI
FOI 14156,21/04/2020,Accounts/accounts payable email,FOI
FOI 14158,21/04/2020,Head of Service Contact Details,FOI
FOI 14151,21/04/2020,Business rates,FOI
FOI 14145,20/04/2020,Business Rates,FOI
FOI 13984,20/04/2020,Animal Welfare,FOI
FOI 13926,20/04/2020,Care Package funding for Care Providers,FOI
FOI 13932,20/04/2020,Care Homes,FOI
FOI 13934,20/04/2020,Car Parking Charges,FOI
EIR 13937,20/04/2020,Recycling,EIR
FOI 13894,20/04/2020,Link care,FOI
FOI 13916,20/04/2020,Day services for adults with a learning disability,FOI
FOI 13909,20/04/2020,STI testing services,FOI
FOI 13856,20/04/2020,Cloud computing in local government,FOI
FOI 14139,16/04/2020,SEN Tribunals,FOI
FOI 14140,16/04/2020,EHCNA (SEN Provision),FOI
FOI 14141,16/04/2020,SEND Tribunals and Mediation,FOI
FOI 14130,15/04/2020,Class U council tax,FOI
EIR 14114,15/04/2020,Self-Build and Custom Housebuilding Register,EIR
EIR 14089,15/04/2020,"Street Lighting, printing bills and number of trees planted",EIR
FOI 14133,14/04/2020,Accounts payable audit,FOI
FOI 14184,14/04/2020,5G Technology,FOI
FOI 14127,08/04/2020,Hackney Carriage Licence,FOI
EIR 14128,08/04/2020,Capital and Integrated Transports schemes programme,EIR
EIR 14124,08/04/2020,"Noticing history for street works, Willesden Avenue",EIR
FOI 14090,08/04/2020,Employers liability insurers,FOI
FOI 13870,08/04/2020,Sport and leisure facilities,FOI
FOI 14121,07/04/2020,Licensed Firework Retailers,FOI
FOI 14039,07/04/2020,Teachers on Sick Leave Due to Mental Health Issues,FOI
FOI 14013,06/04/2020,Web Filtering Solutions,FOI
FOI 14117,06/04/2020,HMO Penalty Notices issued 2018,FOI
EIR 14119,06/04/2020,Local Land Charges,EIR
FOI 13848,06/04/2020,IT Software,FOI
FOI 13991,06/04/2020,Safeguarding Referrals,FOI
EIR 14111,03/04/2020,Farms,EIR
FOI 14112,03/04/2020,Derby Artwork,FOI
FOI 14106,02/04/2020,Drug and Alcohol Treatment Services,FOI
EIR 14108,02/04/2020,Cleanliness Standards (Code of Practice on Litter & Refuse 2006),EIR
FOI 14109,02/04/2020,Casework raised by Councillors since 3rd May 2019,FOI
FOI 14110,02/04/2020,Council Spending,FOI
FOI 14104,02/04/2020,Year 7 admissions to Landau Forte College,FOI
FOI 14105,01/04/2020,Business Rates,FOI
FOI 14101,01/04/2020,HR Information,FOI
FOI 14097,01/04/2020,Improvement Notices,FOI
FOI 14038,01/04/2020,Contributions to Care Packages,FOI
EIR 13998,31/03/2020,Potholes,EIR
FOI 14046,31/03/2020,Cyclists,FOI
FOI 14096,31/03/2020,Year 7 School Admissions,FOI
FOI 14093,31/03/2020,Business rates,FOI
FOI 14165,31/03/2020,Public Health Funerals,FOI
FOI 14045,30/03/2020,Anti-social Behaviour Crime & Policing Act 2014,FOI
EIR 14060,27/03/2020,Planning Permission,EIR
FOI 14077,27/03/2020,Criteria for Adoption,FOI
FOI 14078,27/03/2020,Council Children Care,FOI
EIR 14008,27/03/2020,Waste,EIR
FOI 14082,27/03/2020,Food Inspection Report,FOI
EIR 14069,26/03/2020,Road Maintenance,EIR
FOI 14070,26/03/2020,Social Media Messaging Platforms,FOI
FOI 14072,26/03/2020,Food Hygiene Reports,FOI
EIR 14073,26/03/2020,Pothole Claims,EIR
FOI 14074,26/03/2020,UCU Adult & Community Education,FOI
FOI 14059,25/03/2020,Postal Votes,FOI
EIR 14047,25/03/2020,Littering Penalty Notices,EIR
FOI 14054,25/03/2020,Council Tax Payment Methods,FOI
FOI 14055,25/03/2020,Licensed Scrap Metal Dealers,FOI
FOI 14056,25/03/2020,Sexual Health Services/Clinics,FOI
FOI 14051,24/03/2020,Business Rates,FOI
FOI 14049,24/03/2020,Social Work National Assessment and Accreditation system,FOI
EIR 14066,24/03/2020,fixed penalty notices issued for fly-tipping,EIR
FOI 14048,23/03/2020,Opening Notices (Street Work Notices),FOI
FOI 14044,23/03/2020,Telephony,FOI
FOI 14098,23/03/2020,Post,FOI
FOI 14155,23/03/2020,Complaints procedure,FOI
FOI 13878,23/03/2020,Administrative Processes,FOI
FOI 13951,20/03/2020,Council Finance and Assets,FOI
EIR 14086,20/03/2020,Pollution Prevention and Control Enforcement Notices,EIR
EIR 14040,20/03/2020,Glyphosate,EIR
FOI 14042,20/03/2020,Blue Badges,FOI
EIR 14043,20/03/2020,Flooding,EIR
EIR 14067,20/03/2020,Brexit Graffiti,EIR
FOI 14034,20/03/2020,Zoo,FOI
FOI 14035,20/03/2020,Fixed Penalty Notices,FOI
FOI 14036,20/03/2020,Crematoria Data,FOI
FOI 14032,19/03/2020,Bin Collections,FOI
EIR 14020,19/03/2020,Cycling and Cycling Infrastructure,EIR
FOI 14024,18/03/2020,Community Led Housing,FOI
EIR 14025,18/03/2020,Road works,EIR
EIR 14027,18/03/2020,Noticing History for Works,EIR
FOI 14028,18/03/2020,Stats on Child Refugees and UASC,FOI
FOI 14026,17/03/2020,Business rates,FOI
EIR 14022,17/03/2020,Incinerators,EIR
FOI 14031,17/03/2020,Good and outstanding schools,FOI
EIR 14016,17/03/2020,Electric charging points,EIR
FOI 14017,17/03/2020,VAT only claims,FOI
FOI 14018,17/03/2020,Staff sickness days,FOI
FOI 14014,16/03/2020,Free nursery education for two year olds,FOI
EIR 14009,16/03/2020,Upkeep and Maintenance of Green Spaces,EIR
EIR 14010,16/03/2020,Green space maintenance,EIR
FOI 14012,16/03/2020,GCSE English Language exam results,FOI
FOI 14003,13/03/2020,Education Services for Deaf Children,FOI
FOI 14006,13/03/2020,Fines Against Non-Blue Badge Holders,FOI
FOI 14131,13/03/2020,Public Burials,FOI
EIR 14000,12/03/2020,Bus Lane PCNs,EIR
FOI 13997,12/03/2020,Restrictive Interventions,FOI
FOI 13977,11/03/2020,Independent Advocacy,FOI
EIR 13999,11/03/2020,Notices,EIR
EIR 13995,11/03/2020,Electric Vehicle Chargepoints,EIR
FOI 13989,10/03/2020,Cricklewood Children’s home reports,FOI
FOI 13992,10/03/2020,Childcare Sufficiency,FOI
FOI 13993,10/03/2020,Public Meetings/Consulatations,FOI
FOI 13994,10/03/2020,Traffic Light Sequence,FOI
FOI 13985,10/03/2020,Council Fleet,FOI
FOI 13986,10/03/2020,Employees that work with children and vulnerable people,FOI
FOI 13987,10/03/2020,Waste IT Systems,FOI
FOI 13980,10/03/2020,Car parking at Markeaton Park,FOI
FOI 13981,09/03/2020,Facial recognition technology,FOI
FOI 13982,09/03/2020,ANPR,FOI
EIR 13983,09/03/2020,"Complaints about trees, hedges and plants",EIR
EIR 13990,09/03/2020,Net Zero Target,EIR
FOI 13971,09/03/2020,Food Hygiene,FOI
FOI 14113,09/03/2020,HMO Register,FOI
FOI 13978,06/03/2020,Deferred payment agreements,FOI
FOI 13979,06/03/2020,Business Rates contact details,FOI
FOI 13974,06/03/2020,PSPOs,FOI
FOI 13975,06/03/2020,Bus Lane Enforcement Cameras,FOI
FOI 13976,06/03/2020,Aftercare funding under s.117,FOI
FOI 13972,05/03/2020,Sexual Health Funding,FOI
FOI 14099,05/03/2020,Rough Sleeper Support Service,FOI
FOI 14091,04/03/2020,Public Burials,FOI
FOI 13968,04/03/2020,Business Rates,FOI
FOI 13881,04/03/2020,Telecoms and Networks contracts.,FOI
